name,sceneId
Jeor Mormont,88
Drogon,89
Rhaegal,89
Viserion,89
Daenerys Targaryen,89
Khal Drogo,89
Tyrion Lannister,90
Jon Snow,90
Arya Stark,91
Syrio Forel,91
Eddard Stark,91
Three-Eyed Raven,92
Bran Stark,92
Bran Stark,93
Summer,93
Old Nan,93
Theon Greyjoy,93
Hodor,93
Tyrion Lannister,94
Robb Stark,94
Maester Luwin,94
Yoren,94
Grey Wind,94
Hodor,94
Bran Stark,94
Theon Greyjoy,94
Theon Greyjoy,95
Tyrion Lannister,95
Jon Snow,96
Grenn,96
Alliser Thorne,96
Samwell Tarly,96
Pypar,96
Rast,96
Khal Drogo,97
Jorah Mormont,97
Daenerys Targaryen,97
Viserys Targaryen,97
Jorah Mormont,98
Daenerys Targaryen,98
Viserys Targaryen,99
Doreah,99
Sansa Stark,100
Septa Mordane,100
Eddard Stark,101
Petyr Baelish,101
Renly Baratheon,101
Grand Maester Pycelle,101
Janos Slynt,101
Lord Varys,101
Grand Maester Pycelle,102
Eddard Stark,102
Arya Stark,103
Eddard Stark,103
Jon Snow,104
Samwell Tarly,104
Eddard Stark,105
Petyr Baelish,105
Hugh of the Vale,106
Jory Cassel,106
Jory Cassel,107
Eddard Stark,107
Eddard Stark,108
Gendry,108
Tobho Mott,108
Jory Cassel,109
Eddard Stark,109
Jaime Lannister,110
Jory Cassel,110
Jon Snow,111
Pypar,111
Grenn,111
Rast,111
Rast,112
Jon Snow,112
Grenn,112
Pypar,112
Ghost,112
Samwell Tarly,113
Alliser Thorne,113
Rast,113
Jon Snow,113
Pypar,113
Grenn,113
Viserys Targaryen,114
Doreah,114
Daenerys Targaryen,114
Irri,114
Samwell Tarly,115
Jon Snow,115
Alliser Thorne,115
Daenerys Targaryen,116
Jorah Mormont,116
Robert Baratheon,117
Cersei Lannister,117
Tommen Baratheon,117
Myrcella Baratheon,117
Barristan Selmy,117
Joffrey Baratheon,117
Sansa Stark,117
Petyr Baelish,117
Septa Mordane,117
Arya Stark,117
Sandor Clegane,117
Gregor Clegane,117
Hugh of the Vale,117
Renly Baratheon,117
Jory Cassel,118
Cersei Lannister,118
Eddard Stark,118
Catelyn Stark,119
Rodrik Cassel,119
Marillion,119
Tyrion Lannister,119
Yoren,119
Bronn,119
Eddard Stark,120
Hugh of the Vale,121
Eddard Stark,121
Barristan Selmy,121
Eddard Stark,122
Barristan Selmy,122
Robert Baratheon,123
Lancel Lannister,123
Eddard Stark,123
Gregor Clegane,124
Joffrey Baratheon,124
Eddard Stark,124
Sansa Stark,124
Petyr Baelish,124
Septa Mordane,124
Renly Baratheon,124
Grand Maester Pycelle,124
Loras Tyrell,124
Robert Baratheon,124
Sandor Clegane,124
Barristan Selmy,124
Myrcella Baratheon,124
Tommen Baratheon,124
Marillion,125
Tyrion Lannister,125
Catelyn Stark,125
Rodrik Cassel,125
Bronn,125
Bran Stark,126
Maester Luwin,126
Theon Greyjoy,126
Ros,127
Theon Greyjoy,127
Arya Stark,128
Lord Varys,129
Eddard Stark,129
Jory Cassel,129
Arya Stark,130
Lord Varys,130
Illyrio Mopatis,130
Petyr Baelish,131
Lord Varys,131
Renly Baratheon,131
Arya Stark,132
Arya Stark,133
Eddard Stark,133
Jory Cassel,133
Yoren,133
Arya Stark,134
Jory Cassel,134
Eddard Stark,135
Yoren,135
Catelyn Stark,136
Tyrion Lannister,136
Rodrik Cassel,136
Bronn,136
Vardis Egen,136
Eddard Stark,137
Royal Steward,137
Robert Baratheon,138
Eddard Stark,138
Renly Baratheon,138
Grand Maester Pycelle,138
Lord Varys,138
Petyr Baelish,138
Eddard Stark,139
Eddard Stark,140
Jory Cassel,140
Petyr Baelish,140
Catelyn Stark,141
Tyrion Lannister,141
Lysa Arryn,141
Robin Arryn,141
Vardis Egen,141
Tyrion Lannister,142
Mord,142
Renly Baratheon,143
Loras Tyrell,143
Robert Baratheon,144
Cersei Lannister,144
Eddard Stark,145
Mhaegen,145
Eddard Stark,146
Petyr Baelish,146
Jory Cassel,146
Eddard Stark,147
Jory Cassel,147
Jaime Lannister,147
Petyr Baelish,147
Eddard Stark,148
Cersei Lannister,148
Robert Baratheon,148
Daenerys Targaryen,149
Drogon,149
Rhaegal,149
Viserion,149
Irri,149
Three-Eyed Raven,150
Bran Stark,150
Bran Stark,151
Hodor,151
Bran Stark,152
Theon Greyjoy,152
Robb Stark,152
Bran Stark,153
Osha,153
Stiv,153
Wallen,153
Robb Stark,153
Theon Greyjoy,153
Tyrion Lannister,154
Mord,154
Syrio Forel,155
Arya Stark,155
Daenerys Targaryen,156
Khal Drogo,156
Viserys Targaryen,156
Jorah Mormont,156
Irri,156
Dothraki Crone,156
Doreah,156
Rhaego,156
Drogon,157
Rhaegal,157
Viserion,157
Viserys Targaryen,157
Jorah Mormont,157
Tyrion Lannister,158
Mord,158
Tyrion Lannister,159
Lysa Arryn,159
Catelyn Stark,159
Robin Arryn,159
Vardis Egen,159
Bronn,159
Rodrik Cassel,159
Robert Baratheon,160
Lancel Lannister,160
Renly Baratheon,160
Barristan Selmy,160
Eddard Stark,161
Grand Maester Pycelle,161
Petyr Baelish,161
Beric Dondarrion,161
Joss,161
Bronn,162
Vardis Egen,162
Tyrion Lannister,162
Lysa Arryn,162
Robin Arryn,162
Catelyn Stark,162
Mord,162
Rodrik Cassel,162
Septa Mordane,163
Sansa Stark,163
Joffrey Baratheon,163
Theon Greyjoy,164
Ros,164
Eddard Stark,165
Sansa Stark,165
Arya Stark,165
Daenerys Targaryen,166
Khal Drogo,166
Doreah,166
Jorah Mormont,166
Viserys Targaryen,166
Irri,166
Qotho,166
Jaime Lannister,167
Tywin Lannister,167
Eddard Stark,168
Cersei Lannister,168
Petyr Baelish,169
Ros,169
Armeca,169
Osha,170
Theon Greyjoy,170
Maester Luwin,170
Jon Snow,171
Samwell Tarly,171
Jon Snow,172
Samwell Tarly,172
Jeor Mormont,172
Eddard Stark,173
Renly Baratheon,173
Joffrey Baratheon,174
Robert Baratheon,174
Cersei Lannister,174
Grand Maester Pycelle,174
Renly Baratheon,174
Eddard Stark,174
Barristan Selmy,174
Eddard Stark,175
Barristan Selmy,175
Grand Maester Pycelle,175
Renly Baratheon,175
Lord Varys,175
Khal Drogo,176
Daenerys Targaryen,176
Daenerys Targaryen,177
Jorah Mormont,177
Doreah,177
Rakharo,177
Irri,177
Jorah Mormont,178
Little Bird,178
Wine Merchant,179
Daenerys Targaryen,179
Doreah,179
Irri,179
Rakharo,179
Jorah Mormont,179
Jeor Mormont,180
Jon Snow,180
Pypar,180
Samwell Tarly,180
Grenn,180
Rast,180
Alliser Thorne,180
Maester Aemon,180
Othell Yarwyck,180
Jaremy Rykker,180
Jon Snow,181
Samwell Tarly,181
Pypar,181
Renly Baratheon,182
Eddard Stark,182
Eddard Stark,183
Tomard,183
Petyr Baelish,183
Jon Snow,184
Samwell Tarly,184
Ghost,184
Othell Yarwyck,184
Jon Snow,185
Samwell Tarly,185
Othell Yarwyck,185
Ghost,185
Daenerys Targaryen,186
Jorah Mormont,186
Wine Merchant,186
Rakharo,186
Khal Drogo,186
Khal Drogo,187
Jorah Mormont,187
Qotho,187
Daenerys Targaryen,187
Wine Merchant,187
Eddard Stark,188
Varly,188
Royal Steward,188
Robert Baratheon,188
Eddard Stark,189
Petyr Baelish,189
Lord Varys,189
Eddard Stark,190
Petyr Baelish,190
Lord Varys,190
Royal Steward,190
Janos Slynt,190
Eddard Stark,191
Petyr Baelish,191
Lord Varys,191
Joffrey Baratheon,191
Cersei Lannister,191
Barristan Selmy,191
Sandor Clegane,191
Royal Steward,191
Janos Slynt,191
Syrio Forel,192
Arya Stark,192
Syrio Forel,193
Arya Stark,193
Vayon Poole,194
Septa Mordane,195
Sansa Stark,195
Syrio Forel,196
Arya Stark,196
Meryn Trant,196
Arya Stark,197
Sansa Stark,198
Sandor Clegane,198
Arya Stark,199
Red Keep Stableboy,199
Eddard Stark,200
Lord Varys,200
Samwell Tarly,201
Jeor Mormont,201
Jon Snow,201
Othor,201
Jafer Flowers,201
Othell Yarwyck,201
Jeor Mormont,202
Jon Snow,202
Grand Maester Pycelle,203
Cersei Lannister,203
Lord Varys,203
Petyr Baelish,203
Sansa Stark,203
Robb Stark,204
Maester Luwin,204
Theon Greyjoy,204
Catelyn Stark,205
Lysa Arryn,205
Robin Arryn,205
Tyrion Lannister,206
Bronn,206
Tyrion Lannister,207
Bronn,207
Shagga,207
Samwell Tarly,208
Pypar,208
Jon Snow,208
Alliser Thorne,208
Grenn,208
Jeor Mormont,208
Ghost,209
Jon Snow,209
Jon Snow,210
Ghost,210
Othor,210
Jeor Mormont,210
Daenerys Targaryen,211
Jorah Mormont,211
Rakharo,211
Doreah,211
Irri,211
Mirri Maz Duur,211
Mago,211
Daenerys Targaryen,212
Jorah Mormont,212
Doreah,212
Irri,212
Rakharo,212
Khal Drogo,212
Mago,212
Qotho,212
Mirri Maz Duur,212
Grey Wind,213
Greatjon Umber,213
Bran Stark,213
Theon Greyjoy,213
Robb Stark,213
Bran Stark,214
Robb Stark,214
Rickon Stark,214
Bran Stark,215
Osha,215
Hodor,215
Jon Snow,216
Pypar,216
Grenn,216
Rast,216
Samwell Tarly,216
Catelyn Stark,217
Rodrik Cassel,217
Robb Stark,218
Greatjon Umber,218
Theon Greyjoy,218
Catelyn Stark,218
Rodrik Cassel,218
Catelyn Stark,219
Robb Stark,219
Tyrion Lannister,220
Bronn,220
Shagga,220
Timett,220
Tyrion Lannister,221
Tywin Lannister,221
Bronn,221
Shagga,221
Kevan Lannister,221
Timett,221
Chella,221
Lannister Messenger,221
Rodrik Cassel,222
Catelyn Stark,222
Greatjon Umber,222
Robb Stark,222
Theon Greyjoy,222
Lannister Scout,223
Robb Stark,224
Theon Greyjoy,224
Greatjon Umber,224
Rodrik Cassel,224
Catelyn Stark,224
Lannister Scout,224
Eddard Stark,225
Sansa Stark,226
Joffrey Baratheon,226
Cersei Lannister,226
Sandor Clegane,226
Janos Slynt,226
Grand Maester Pycelle,226
Lord Varys,226
Petyr Baelish,226
Barristan Selmy,226
Royal Steward,226
Meryn Trant,226
Eddard Stark,227
Lord Varys,227
Theon Greyjoy,228
Robb Stark,228
Catelyn Stark,228
Greatjon Umber,228
Rodrik Cassel,228
Walder Frey,229
Joyeuse Erenford,229
Catelyn Stark,229
Stevron Frey,229
Ryger Rivers,229
Catelyn Stark,230
Walder Frey,230
Jon Snow,231
Jeor Mormont,231
Jon Snow,232
Jon Snow,233
Pypar,233
Samwell Tarly,233
Grenn,233
Rast,233
Catelyn Stark,234
Robb Stark,235
Theon Greyjoy,235
Catelyn Stark,235
Rodrik Cassel,235
Greatjon Umber,235
Jon Snow,236
Maester Aemon,236
Daenerys Targaryen,237
Khal Drogo,237
Qotho,237
Rakharo,237
Tywin Lannister,238
Tyrion Lannister,238
Kevan Lannister,238
Tyrion Lannister,239
Bronn,239
Shae,239
Khal Drogo,240
Daenerys Targaryen,240
Jorah Mormont,240
Doreah,240
Mirri Maz Duur,240
Qotho,240
Irri,240
Rakharo,240
Tyrion Lannister,241
Shae,241
Bronn,241
Tyrion Lannister,242
Shae,242
Bronn,242
Tyrion Lannister,243
Bronn,243
Tyrion Lannister,244
Bronn,244
Timett,244
Chella,244
Shagga,244
Tyrion Lannister,245
Bronn,245
Tywin Lannister,245
Catelyn Stark,246
Rodrik Cassel,246
Robb Stark,247
Catelyn Stark,247
Rodrik Cassel,247
Jaime Lannister,248
Robb Stark,248
Catelyn Stark,248
Rodrik Cassel,248
Theon Greyjoy,248
Greatjon Umber,248
Arya Stark,249
King's Landing Baker,249
Street Urchin,249
Arya Stark,250
Eddard Stark,250
Yoren,250
Sansa Stark,250
Petyr Baelish,250
Cersei Lannister,250
Joffrey Baratheon,250
Grand Maester Pycelle,250
Lord Varys,250
Sandor Clegane,250
Ilyn Payne,250
Sandor Clegane,251
Ilyn Payne,251
Eddard Stark,251
Arya Stark,251
Yoren,251
Sansa Stark,251
Lord Varys,251
Arya Stark,252
Yoren,252
Bran Stark,253
Three-Eyed Raven,253
Bran Stark,254
Osha,254
Hodor,254
Bran Stark,255
Osha,255
Shaggydog,255
Rickon Stark,255
Bran Stark,256
Osha,256
Maester Luwin,256
Catelyn Stark,257
Robb Stark,257
Marillion,258
Sansa Stark,258
Cersei Lannister,258
Joffrey Baratheon,258
Sandor Clegane,258
Ilyn Payne,258
Meryn Trant,258
Joffrey Baratheon,259
Sandor Clegane,259
Sansa Stark,259
Meryn Trant,259
Eddard Stark,259
Septa Mordane,259
Robb Stark,260
Catelyn Stark,260
Rodrik Cassel,260
Theon Greyjoy,260
Greatjon Umber,260
Rickard Karstark,260
Jonos Bracken,260
Catelyn Stark,261
Jaime Lannister,261
Cersei Lannister,262
Lancel Lannister,262
Tywin Lannister,263
Kevan Lannister,263
Tyrion Lannister,263
Leo Lefford,263
Addam Marbrand,263
Tywin Lannister,264
Tyrion Lannister,264
Daenerys Targaryen,265
Jorah Mormont,265
Rhaego,265
Mirri Maz Duur,265
Daenerys Targaryen,266
Jorah Mormont,266
Mirri Maz Duur,266
Rakharo,266
Irri,266
Khal Drogo,266
Daenerys Targaryen,267
Mirri Maz Duur,267
Jon Snow,268
Samwell Tarly,268
Ghost,268
Shae,269
Tyrion Lannister,269
Jon Snow,270
Ghost,270
Pypar,270
Samwell Tarly,270
Grenn,270
Daenerys Targaryen,271
Khal Drogo,271
Daenerys Targaryen,272
Khal Drogo,272
Grand Maester Pycelle,273
Ros,273
Grand Maester Pycelle,274
Petyr Baelish,275
Lord Varys,275
Joffrey Baratheon,275
Yoren,276
Arya Stark,276
Yoren,277
Arya Stark,277
Arya Stark,278
Hot Pie,278
Lommy Greenhands,278
Gendry,278
Yoren,278
Jeor Mormont,279
Jon Snow,279
Jeor Mormont,280
Jon Snow,280
Khal Drogo,281
Daenerys Targaryen,281
Rakharo,281
Drogon,281
Rhaegal,281
Viserion,281
Jorah Mormont,281
Mirri Maz Duur,281
Jorah Mormont,282
Rakharo,282
Daenerys Targaryen,282
Drogon,282
Rhaegal,282
Viserion,282
Sandor Clegane,283
Joffrey Baratheon,283
Sansa Stark,283
Meryn Trant,283
Joffrey Baratheon,284
Tommen Baratheon,284
Myrcella Baratheon,284
Sansa Stark,284
Dontos Hollard,284
Sandor Clegane,284
Meryn Trant,284
Tyrion Lannister,284
Bronn,284
Lord Varys,285
Grand Maester Pycelle,285
Cersei Lannister,285
Petyr Baelish,285
Janos Slynt,285
Tyrion Lannister,285
Tyrion Lannister,286
Cersei Lannister,286
Bran Stark,287
Maester Luwin,287
Lord Portan,287
Northern Lord,287
Summer,288
Bran Stark,289
Hodor,290
Bran Stark,290
Osha,290
Daenerys Targaryen,291
Drogon,291
Doreah,291
Rakharo,291
Jorah Mormont,291
Aggo,291
Kovarro,291
Daenerys Targaryen,292
Rakharo,292
Jon Snow,293
Samwell Tarly,293
Grenn,293
Eddison Tollett,293
Jon Snow,294
Eddison Tollett,294
Samwell Tarly,294
Grenn,294
Jeor Mormont,295
Craster,295
Jon Snow,295
Gilly,295
Jeor Mormont,296
Jon Snow,296
Melisandre,297
Maester Cressen,297
Davos Seaworth,297
Matthos Seaworth,297
Stannis Baratheon,297
Selyse Baratheon,297
Davos Seaworth,298
Maester Cressen,298
Stannis Baratheon,299
Matthos Seaworth,299
Davos Seaworth,299
Melisandre,299
Maester Cressen,299
Robb Stark,300
Jaime Lannister,300
Grey Wind,300
Shae,301
Tyrion Lannister,301
Petyr Baelish,302
Cersei Lannister,302
Alton Lannister,303
Robb Stark,303
Rodrik Cassel,303
Theon Greyjoy,303
Theon Greyjoy,304
Robb Stark,304
Catelyn Stark,305
Robb Stark,305
Cersei Lannister,306
Joffrey Baratheon,306
Ros,307
Armeca,307
Daisy,307
Ros,308
Daisy,308
Janos Slynt,308
Mhaegen,308
Barra,308
Janos Slynt,309
Tobho Mott,309
Gendry,310
Arya Stark,310
Hot Pie,310
Lommy Greenhands,310
Arya Stark,311
Arya Stark,312
Jaqen H'ghar,312
Rorge,312
Biter,312
Gendry,312
Arya Stark,313
Gendry,313
Yoren,313
Goldcloak,313
Tyrion Lannister,314
Shae,314
Lord Varys,314
Cersei Lannister,315
Alton Lannister,315
Tyrion Lannister,315
Grand Maester Pycelle,315
Lord Varys,315
Petyr Baelish,315
Cersei Lannister,316
Tyrion Lannister,316
Grand Maester Pycelle,316
Lord Varys,316
Petyr Baelish,316
Janos Slynt,316
Samwell Tarly,317
Grenn,317
Eddison Tollett,317
Samwell Tarly,318
Gilly,318
Ghost,318
Jon Snow,319
Samwell Tarly,319
Gilly,319
Jorah Mormont,320
Daenerys Targaryen,320
Irri,320
Doreah,320
Rakharo,320
Theon Greyjoy,321
Theon Greyjoy,322
Captain's Daughter,322
Petyr Baelish,323
Brothel Customer,323
Armeca,323
Petyr Baelish,324
Ros,324
Podrick Payne,325
Janos Slynt,325
Tyrion Lannister,325
Janos Slynt,326
Tyrion Lannister,326
Bronn,326
Tyrion Lannister,327
Bronn,327
Gendry,328
Arya Stark,328
Hot Pie,328
Lommy Greenhands,328
Gendry,329
Arya Stark,329
Theon Greyjoy,330
Lordsport Dockhand,330
Theon Greyjoy,331
Yara Greyjoy,331
Theon Greyjoy,332
Yara Greyjoy,332
Theon Greyjoy,333
Balon Greyjoy,333
Theon Greyjoy,334
Balon Greyjoy,334
Yara Greyjoy,334
Davos Seaworth,335
Matthos Seaworth,335
Salladhor Saan,335
Davos Seaworth,336
Matthos Seaworth,336
Tyrion Lannister,337
Cersei Lannister,337
Davos Seaworth,338
Matthos Seaworth,338
Stannis Baratheon,338
Melisandre,338
Stannis Baratheon,339
Melisandre,339
Jon Snow,340
Craster,340
Jon Snow,341
White Walker,341
Craster,341
Craster,342
Jeor Mormont,342
Jon Snow,342
Jeor Mormont,343
Samwell Tarly,343
Jon Snow,343
Samwell Tarly,344
Gilly,344
Hodor,345
Maester Luwin,345
Hodor,346
Bran Stark,346
Summer,346
Bran Stark,347
Maester Luwin,347
Renly Baratheon,348
Margaery Tyrell,348
Brienne of Tarth,348
Catelyn Stark,348
Loras Tyrell,348
Colen of Greenpools,348
Catelyn Stark,349
Renly Baratheon,349
Brienne of Tarth,349
Gerard,349
Brienne of Tarth,350
Catelyn Stark,350
Theon Greyjoy,351
Yara Greyjoy,351
Balon Greyjoy,351
Theon Greyjoy,352
Yara Greyjoy,352
Tyrion Lannister,353
Shae,353
Cersei Lannister,354
Tommen Baratheon,354
Myrcella Baratheon,354
Sansa Stark,354
Sansa Stark,355
Shae,355
Tyrion Lannister,356
Grand Maester Pycelle,356
Tyrion Lannister,357
Lord Varys,357
Tyrion Lannister,358
Petyr Baelish,358
Renly Baratheon,359
Loras Tyrell,359
Renly Baratheon,360
Margaery Tyrell,360
Tyrion Lannister,361
Cersei Lannister,361
Theon Greyjoy,362
Balon Greyjoy,363
Yara Greyjoy,363
Theon Greyjoy,363
Drowned Priest,363
Tyrion Lannister,364
Petyr Baelish,364
Bronn,364
Grand Maester Pycelle,365
Daisy,365
Bronn,365
Tyrion Lannister,365
Timett,365
Lord Varys,366
Tyrion Lannister,366
Arya Stark,367
Yoren,367
Gendry,367
Yoren,368
Arya Stark,368
Gendry,368
Hot Pie,368
Lommy Greenhands,368
Yoren,369
Amory Lorch,369
Arya Stark,369
Gendry,369
Polliver,369
Arya Stark,370
Gendry,370
Hot Pie,370
Lommy Greenhands,370
Jaqen H'ghar,370
Polliver,370
Arya Stark,371
Gendry,371
Amory Lorch,371
Hot Pie,371
Yoren,371
Lommy Greenhands,371
Rennick,372
Lannister Guard,372
Grey Wind,372
Robb Stark,373
Rennick,374
Robb Stark,374
Roose Bolton,374
Talisa Maegyr,375
Wounded Lannister Soldier,375
Talisa Maegyr,376
Robb Stark,376
Wounded Lannister Soldier,376
Roose Bolton,376
Talisa Maegyr,377
Robb Stark,377
Joffrey Baratheon,378
Sansa Stark,378
Sandor Clegane,378
Lancel Lannister,378
Meryn Trant,378
Joffrey Baratheon,379
Sansa Stark,379
Sandor Clegane,379
Lancel Lannister,379
Meryn Trant,379
Tyrion Lannister,379
Bronn,379
Tyrion Lannister,380
Bronn,380
Sandor Clegane,381
Joffrey Baratheon,381
Joffrey Baratheon,382
Ros,382
Daisy,382
Renly Baratheon,383
Brienne of Tarth,383
Petyr Baelish,383
Renly Baratheon,384
Brienne of Tarth,384
Petyr Baelish,384
Petyr Baelish,385
Margaery Tyrell,385
Loras Tyrell,385
Margaery Tyrell,386
Petyr Baelish,386
Daenerys Targaryen,387
Jorah Mormont,387
Kovarro,387
Doreah,387
Arya Stark,388
Hot Pie,388
Gendry,388
Old Woman Prisoner,389
Arya Stark,389
Gendry,389
Hot Pie,389
Arya Stark,390
Catelyn Stark,391
Petyr Baelish,391
Arya Stark,392
Gendry,392
Hot Pie,392
Gregor Clegane,392
Tortured Prisoner,392
Tortured Prisoner,393
The Tickler,393
Gendry,393
Arya Stark,393
Lannister Guard,393
Arya Stark,394
Old Woman Prisoner,394
Polliver,394
Renly Baratheon,395
Catelyn Stark,395
Brienne of Tarth,395
